City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
509,fiumicino-isola sacra,41.7675,12.2291,59.14,44,0,10.36,IT,1706714243
510,new plymouth,-39.0667,174.0833,60.8,93,1,10.09,NZ,1706714243
511,arraial do cabo,-22.9661,-42.0278,84.06,79,75,3.44,BR,1706714074
512,yarmouth,41.7057,-70.2286,33.94,69,100,3.0,US,1706714244
513,sheridan,44.8333,-106.9173,46.31,74,0,0.0,US,1706713993
514,jeju city,33.5097,126.5219,53.53,94,100,4.61,KR,1706714244
515,greymouth,-42.4667,171.2,58.6,85,96,4.52,NZ,1706714245
516,moranbah,-22.0016,148.0466,76.35,88,100,2.75,AU,1706714245
517,ostrovskoye,57.8057,42.2433,26.51,93,100,5.82,RU,1706714245
518,kavieng,-2.5744,150.7967,83.05,79,100,8.68,PG,1706714245
519,kilju,40.9642,129.3278,23.59,89,74,2.84,KP,1706714245
520,mutoko,-17.397,32.2268,68.25,72,100,2.82,ZW,1706714246
521,shizuishan,39.2333,106.7694,27.86,42,100,3.8,CN,1706714246
522,gornozavodsk,58.3758,58.3211,19.87,93,100,5.35,RU,1706714246
523,hammerfest,70.6634,23.6821,30.65,93,75,2.3,NO,1706714247
524,tralee,52.2704,-9.7026,53.85,94,100,12.66,IE,1706714247
525,tatarsk,55.219,75.9828,6.42,93,100,7.11,RU,1706714247
526,callao,-12.0667,-77.15,82.69,61,0,12.66,PE,1706714247
527,haenam,34.5711,126.5989,45.34,76,100,5.86,KR,1706714247
528,villa madero,19.4,-101.2667,58.98,48,100,3.22,MX,1706714248
529,mechetinskaya,46.7713,40.456,30.92,89,90,2.62,RU,1706714248
530,cabo san lucas,22.8909,-109.9124,74.75,79,40,4.61,MX,1706714248
531,puerto aysen,-45.4,-72.7,58.84,99,100,3.98,CL,1706714248
532,key biscayne,25.6937,-80.1628,66.02,66,20,9.22,US,1706714249
533,pundong,-7.9522,110.3486,78.22,89,100,6.17,ID,1706714249
534,mombetsu,44.3525,143.3525,26.65,92,98,5.66,JP,1706714249
535,santo antonio,-6.3106,-35.4789,95.97,31,31,12.95,BR,1706714249
536,virginia beach,36.8529,-75.978,47.05,88,75,12.66,US,1706714249
537,ryotsu-minato,38.0833,138.4333,50.36,75,97,12.8,JP,1706714250
538,shar'ya,58.3686,45.5144,21.97,97,100,3.0,RU,1706714250
539,susuman,62.7833,148.1667,-20.02,98,100,3.0,RU,1706714250
540,yashan,22.1975,109.9419,67.21,89,94,6.22,CN,1706714250
541,cosala,24.4125,-106.6908,67.44,53,99,3.49,MX,1706714251
542,kalmunai,7.4167,81.8167,79.5,83,45,3.47,LK,1706713961
543,porus,18.0354,-77.4117,81.21,58,3,3.47,JM,1706714251
544,gadzhiyevo,69.2551,33.3362,28.9,88,100,17.52,RU,1706714251
545,wau,7.7029,27.9953,92.89,12,73,7.43,SS,1706714251
546,amga,60.8953,131.9608,-27.72,97,100,1.72,RU,1706714252
547,romanovo,52.6182,81.2271,15.75,91,95,10.71,RU,1706714252
548,mar del plata,-38.0023,-57.5575,91.53,66,0,10.0,AR,1706714252
549,opuwo,-18.0607,13.84,85.96,37,81,10.42,NA,1706714252
550,turiacu,-1.6633,-45.3717,82.71,84,61,6.58,BR,1706714253
551,posto fiscal rolim de moura,-13.0833,-62.2667,97.03,41,97,1.05,BR,1706714253
552,inarajan village,13.2736,144.7484,79.77,79,34,24.65,GU,1706714253
553,sinan,34.8262,126.1086,41.11,75,100,19.66,KR,1706714253
554,kesinga,20.2,83.2333,73.54,39,98,2.62,IN,1706714253
555,shimoda,34.6667,138.95,56.1,90,100,17.58,JP,1706714254
556,chicoana,-25.1009,-65.5331,85.05,51,77,3.24,AR,1706714254
557,siluko,6.5386,5.1609,104.58,19,54,0.83,NG,1706714254
558,nadym,65.5333,72.5167,-13.18,98,10,11.45,RU,1706714254
559,trancas,-26.2314,-65.2803,91.71,31,0,0.51,AR,1706714255
560,sadovoye,47.7764,44.5089,27.93,95,16,3.76,RU,1706714255
561,infantes,38.7367,-3.0122,54.01,34,1,5.88,ES,1706714255
562,argostolion,38.1811,20.489,55.47,64,0,11.5,GR,1706714255
563,tofol,5.3248,163.0078,82.36,76,100,14.99,FM,1706714256
564,bandarbeyla,9.4942,50.8122,77.86,67,98,9.64,SO,1706714256
565,isnos,1.9356,-76.2406,74.37,54,23,3.56,CO,1706714256
566,huntsville,34.7304,-86.5861,43.27,79,75,13.8,US,1706714151
567,puerto rico,-26.796,-55.024,96.15,30,0,2.33,AR,1706714256
568,qarqaraly,49.4058,75.4742,13.26,88,100,14.16,KZ,1706714257
569,aktau,43.65,51.2,28.98,82,100,10.38,KZ,1706714257
570,bonner,48.8333,-117.0013,34.29,97,100,4.63,US,1706714257
571,pangoa,-12.1167,-73.0,70.39,99,100,0.54,PE,1706714257
572,rurrenabaque,-14.4413,-67.5278,89.29,74,20,3.44,BO,1706714257
573,guanare,9.0418,-69.7421,86.59,47,100,1.99,VE,1706714258
574,migori,-1.0634,34.4731,74.16,69,96,7.16,KE,1706714258
575,piqua,40.1448,-84.2424,37.9,98,100,6.42,US,1706714258
576,babayevo,59.3936,35.9371,30.7,96,100,6.44,RU,1706714258
577,bikenibeu village,1.3673,173.1241,82.36,89,100,2.3,KI,1706714259
